id_cliente,nombre,email,id_ciudad,fecha_registro,segmento,edad,genero
368,Cliente_0368,cliente0368@email.com,14,2021-02-07,Residencial,66,F
369,Cliente_0369,cliente0369@email.com,10,2022-01-15,PYME,68,F
370,Cliente_0370,cliente0370@email.com,12,2022-06-02,Residencial,31,M
371,Cliente_0371,cliente0371@email.com,7,2020-05-23,Residencial,29,F
372,Cliente_0372,cliente0372@email.com,14,2023-09-22,Residencial,59,M
373,Cliente_0373,cliente0373@email.com,8,2021-11-07,Residencial,37,Otro
374,Cliente_0374,cliente0374@email.com,2,2023-06-30,Residencial,67,F
375,Cliente_0375,cliente0375@email.com,13,2021-10-04,PYME,41,M
376,Cliente_0376,cliente0376@email.com,10,2023-09-20,Residencial,60,M
377,Cliente_0377,cliente0377@email.com,14,2024-10-02,Residencial,51,M
378,Cliente_0378,cliente0378@email.com,11,2020-09-12,Residencial,42,F
379,Cliente_0379,cliente0379@email.com,8,2024-01-14,Corporativo,67,F
380,Cliente_0380,cliente0380@email.com,3,2021-09-07,PYME,46,F
381,Cliente_0381,cliente0381@email.com,7,2022-11-04,PYME,56,M
382,Cliente_0382,cliente0382@email.com,3,2021-09-25,Residencial,48,M
383,Cliente_0383,cliente0383@email.com,15,2023-09-27,Corporativo,64,M
384,Cliente_0384,cliente0384@email.com,7,2022-04-16,Residencial,60,F
385,Cliente_0385,cliente0385@email.com,14,2021-10-30,Residencial,67,F
386,Cliente_0386,cliente0386@email.com,11,2022-04-04,Residencial,40,M
387,Cliente_0387,cliente0387@email.com,15,2023-11-28,Residencial,61,M
388,Cliente_0388,cliente0388@email.com,12,2021-08-28,Educativo,55,F
389,Cliente_0389,cliente0389@email.com,13,2023-02-09,PYME,37,F
390,Cliente_0390,cliente0390@email.com,2,2020-09-17,Residencial,40,F
391,Cliente_0391,cliente0391@email.com,10,2021-01-27,PYME,62,F
392,Cliente_0392,cliente0392@email.com,6,2022-05-11,Educativo,69,M
393,Cliente_0393,cliente0393@email.com,3,2023-09-23,Corporativo,33,M
394,Cliente_0394,cliente0394@email.com,3,2022-02-15,PYME,67,F
395,Cliente_0395,cliente0395@email.com,15,2023-10-19,Corporativo,59,F
396,Cliente_0396,cliente0396@email.com,9,2024-03-12,Educativo,25,M
397,Cliente_0397,cliente0397@email.com,7,2020-12-22,PYME,67,F
398,Cliente_0398,cliente0398@email.com,5,2023-06-14,Residencial,38,F
399,Cliente_0399,cliente0399@email.com,12,2023-03-11,Residencial,18,F
400,Cliente_0400,cliente0400@email.com,10,2021-09-08,Corporativo,25,F
401,Cliente_0401,cliente0401@email.com,7,2022-04-11,Residencial,46,M
402,Cliente_0402,cliente0402@email.com,9,2023-01-27,Corporativo,49,F
403,Cliente_0403,cliente0403@email.com,1,2024-09-03,Residencial,55,F
404,Cliente_0404,cliente0404@email.com,7,2020-01-01,Residencial,22,F
405,Cliente_0405,cliente0405@email.com,6,2021-09-14,Residencial,64,F
406,Cliente_0406,cliente0406@email.com,10,2021-08-10,Residencial,39,F
407,Cliente_0407,cliente0407@email.com,14,2021-03-06,Educativo,64,M
408,Cliente_0408,cliente0408@email.com,12,2022-05-30,Corporativo,51,F
409,Cliente_0409,cliente0409@email.com,9,2024-05-28,Corporativo,18,F
410,Cliente_0410,cliente0410@email.com,1,2023-04-02,PYME,43,F
411,Cliente_0411,cliente0411@email.com,13,2023-05-27,Residencial,60,F
412,Cliente_0412,cliente0412@email.com,4,2023-09-02,Residencial,27,F
413,Cliente_0413,cliente0413@email.com,9,2021-10-21,PYME,47,M
414,Cliente_0414,cliente0414@email.com,4,2022-08-10,Residencial,67,F
415,Cliente_0415,cliente0415@email.com,10,2022-06-23,Residencial,35,M
416,Cliente_0416,cliente0416@email.com,3,2022-06-24,Residencial,34,M
417,Cliente_0417,cliente0417@email.com,9,2023-10-15,Residencial,43,F
418,Cliente_0418,cliente0418@email.com,13,2021-03-13,Educativo,25,F
419,Cliente_0419,cliente0419@email.com,2,2022-11-12,Corporativo,64,M
420,Cliente_0420,cliente0420@email.com,15,2022-08-27,Residencial,57,M
421,Cliente_0421,cliente0421@email.com,4,2024-06-13,PYME,66,F
422,Cliente_0422,cliente0422@email.com,15,2024-06-18,PYME,29,M
423,Cliente_0423,cliente0423@email.com,6,2024-02-16,Residencial,44,M
424,Cliente_0424,cliente0424@email.com,2,2020-12-13,Corporativo,25,M
425,Cliente_0425,cliente0425@email.com,15,2023-09-11,Corporativo,42,M
426,Cliente_0426,cliente0426@email.com,8,2020-06-22,Residencial,63,M
427,Cliente_0427,cliente0427@email.com,8,2021-08-04,Residencial,21,M
428,Cliente_0428,cliente0428@email.com,1,2022-11-21,Residencial,50,M
429,Cliente_0429,cliente0429@email.com,12,2023-09-21,Residencial,18,F
430,Cliente_0430,cliente0430@email.com,3,2023-07-20,Residencial,36,F
431,Cliente_0431,cliente0431@email.com,10,2023-06-22,Corporativo,48,F
432,Cliente_0432,cliente0432@email.com,9,2021-11-17,Residencial,33,M
433,Cliente_0433,cliente0433@email.com,5,2020-07-10,Residencial,31,M
434,Cliente_0434,cliente0434@email.com,6,2024-08-03,Educativo,65,F
435,Cliente_0435,cliente0435@email.com,4,2024-03-18,PYME,22,M
436,Cliente_0436,cliente0436@email.com,10,2021-04-26,Residencial,58,F
437,Cliente_0437,cliente0437@email.com,2,2023-10-09,Residencial,43,F
438,Cliente_0438,cliente0438@email.com,11,2021-09-27,Residencial,45,F
439,Cliente_0439,cliente0439@email.com,8,2021-04-05,PYME,19,M
440,Cliente_0440,cliente0440@email.com,11,2024-07-09,Residencial,67,M
441,Cliente_0441,cliente0441@email.com,13,2021-02-11,Residencial,23,F
442,Cliente_0442,cliente0442@email.com,6,2020-10-28,Educativo,26,M
443,Cliente_0443,cliente0443@email.com,5,2020-02-20,Residencial,50,F
444,Cliente_0444,cliente0444@email.com,9,2020-04-04,Corporativo,58,F
445,Cliente_0445,cliente0445@email.com,1,2021-05-16,Educativo,42,Otro
446,Cliente_0446,cliente0446@email.com,5,2022-08-31,Residencial,65,M
447,Cliente_0447,cliente0447@email.com,6,2023-06-05,Corporativo,30,F
448,Cliente_0448,cliente0448@email.com,5,2024-10-06,Residencial,26,F
449,Cliente_0449,cliente0449@email.com,6,2024-04-22,Corporativo,30,M
450,Cliente_0450,cliente0450@email.com,6,2020-05-29,PYME,48,M
451,Cliente_0451,cliente0451@email.com,7,2022-07-21,PYME,58,F
452,Cliente_0452,cliente0452@email.com,4,2022-04-28,Residencial,28,M
453,Cliente_0453,cliente0453@email.com,14,2023-07-13,Corporativo,21,M
454,Cliente_0454,cliente0454@email.com,11,2023-03-24,PYME,51,M
455,Cliente_0455,cliente0455@email.com,14,2021-02-02,Residencial,55,F
456,Cliente_0456,cliente0456@email.com,14,2024-01-11,Corporativo,63,F
457,Cliente_0457,cliente0457@email.com,14,2023-11-27,Residencial,21,F
458,Cliente_0458,cliente0458@email.com,15,2022-02-25,Residencial,55,M
459,Cliente_0459,cliente0459@email.com,8,2022-10-09,Residencial,36,M
460,Cliente_0460,cliente0460@email.com,7,2022-03-29,Residencial,23,F
461,Cliente_0461,cliente0461@email.com,9,2021-05-14,Residencial,51,F
462,Cliente_0462,cliente0462@email.com,7,2020-10-29,Educativo,35,M
463,Cliente_0463,cliente0463@email.com,3,2023-09-05,Residencial,30,F
464,Cliente_0464,cliente0464@email.com,3,2023-11-09,PYME,58,Otro
465,Cliente_0465,cliente0465@email.com,15,2020-01-12,Residencial,40,F
466,Cliente_0466,cliente0466@email.com,8,2024-03-17,Corporativo,36,F
467,Cliente_0467,cliente0467@email.com,5,2024-10-28,Educativo,62,F
468,Cliente_0468,cliente0468@email.com,4,2024-04-26,Residencial,28,M
469,Cliente_0469,cliente0469@email.com,8,2020-08-06,Corporativo,18,F
470,Cliente_0470,cliente0470@email.com,15,2024-05-13,Residencial,41,Otro
471,Cliente_0471,cliente0471@email.com,6,2022-05-20,Corporativo,24,M
472,Cliente_0472,cliente0472@email.com,2,2021-03-24,Residencial,42,F
473,Cliente_0473,cliente0473@email.com,4,2020-12-26,Corporativo,38,F
474,Cliente_0474,cliente0474@email.com,12,2024-07-04,Residencial,32,F
475,Cliente_0475,cliente0475@email.com,11,2023-11-26,PYME,18,F
476,Cliente_0476,cliente0476@email.com,4,2022-11-26,PYME,29,F
477,Cliente_0477,cliente0477@email.com,15,2022-08-09,Residencial,24,F
478,Cliente_0478,cliente0478@email.com,6,2020-04-12,Residencial,32,M
479,Cliente_0479,cliente0479@email.com,6,2023-02-15,Residencial,38,F
480,Cliente_0480,cliente0480@email.com,1,2021-05-25,Residencial,36,M
481,Cliente_0481,cliente0481@email.com,14,2024-10-03,PYME,46,M
482,Cliente_0482,cliente0482@email.com,8,2020-09-05,Residencial,42,M
483,Cliente_0483,cliente0483@email.com,6,2022-07-23,Residencial,50,F
484,Cliente_0484,cliente0484@email.com,3,2020-09-30,Residencial,66,M
485,Cliente_0485,cliente0485@email.com,14,2024-06-29,Corporativo,49,F
486,Cliente_0486,cliente0486@email.com,9,2022-08-09,Residencial,66,F
487,Cliente_0487,cliente0487@email.com,2,2023-09-29,Residencial,52,F
488,Cliente_0488,cliente0488@email.com,15,2022-12-23,Residencial,61,M
489,Cliente_0489,cliente0489@email.com,11,2023-02-18,Residencial,55,F
490,Cliente_0490,cliente0490@email.com,8,2023-05-04,Corporativo,43,F
491,Cliente_0491,cliente0491@email.com,10,2021-10-11,Residencial,28,F
492,Cliente_0492,cliente0492@email.com,3,2024-03-26,Residencial,52,M
493,Cliente_0493,cliente0493@email.com,13,2022-06-25,PYME,25,M
494,Cliente_0494,cliente0494@email.com,12,2023-06-08,PYME,63,M
495,Cliente_0495,cliente0495@email.com,5,2024-07-27,Residencial,31,M
496,Cliente_0496,cliente0496@email.com,6,2024-01-13,PYME,27,M
497,Cliente_0497,cliente0497@email.com,10,2022-10-30,Educativo,19,F
498,Cliente_0498,cliente0498@email.com,6,2022-05-23,Residencial,63,M
499,Cliente_0499,cliente0499@email.com,4,2024-08-28,PYME,26,M
500,Cliente_0500,cliente0500@email.com,3,2023-01-27,PYME,20,M
